"OriginalEnglish","Translation","Locations"
"
"Stay productive","Rămâi productiv","/docs/learningpathways/v4/ro-ro/playlists.json;8bbe76ed-6ac6-41a4-a253-3dd680cc15ef;Title
"
"Use Microsoft 365 across your work and devices","Utilizați Microsoft 365 pe toate dispozitivele și pe care le-a lucrat și pe toate dispozitivele dvs.","/docs/learningpathways/v4/ro-ro/playlists.json;fa3a7737-b33d-4481-9b80-416d20b9ca9f;Title
"
"Use Microsoft 365 across your team","Utilizați Microsoft 365 în întreaga echipă","/docs/learningpathways/v4/ro-ro/playlists.json;9647e1aa-63a1-48d1-aea9-b0913f0f1e0b;Title
"
"Use Microsoft 365 across your organization","Utilizarea Microsoft 365 în întreaga organizație","/docs/learningpathways/v4/ro-ro/playlists.json;cb4effb6-f78e-444a-98b7-6274ad2fe70c;Title
"
"Day in your digital life with Office 365","Zi din viața digitală cu Office 365","/docs/learningpathways/v4/ro-ro/playlists.json;1f5ec8e6-5fef-481a-ad87-59842c3d539b;Title
"
"Cybersecurity fundamentals","Fundamentele securității cibernetice","/docs/learningpathways/v4/ro-ro/playlists.json;e51271b2-b4c0-4038-aa97-e4498c953afe;Title
"
"Digital safety","Siguranța digitală","/docs/learningpathways/v4/ro-ro/playlists.json;72863bbc-46ae-41dc-885d-0edb0a8abaa4;Title
"
"Top threats","Principalele amenințări","/docs/learningpathways/v4/ro-ro/playlists.json;5872570a-e8a6-4d84-8802-4dd053b4dabc;Title
"
"Work remotely with Microsoft 365","Lucrați de la distanță cu Microsoft 365","/docs/learningpathways/v4/ro-ro/playlists.json;35f25052-fa93-4daf-8d2e-b29935a002d0;Title
"
"Best practices for collaborating with Microsoft 365","Cele mai bune practici pentru colaborarea cu Microsoft 365","/docs/learningpathways/v4/ro-ro/playlists.json;b7fa7e0e-2282-48d3-8010-3b28d5dc3d04;Title
"
"Access Quick Start","Accesați pornirea rapidă","/docs/learningpathways/v4/ro-ro/playlists.json;d59b1053-3756-4d9f-82a8-0ac97b11529c;Title
"
"Intro to Access","Introducere în Access","/docs/learningpathways/v4/ro-ro/playlists.json;3c376578-f821-4184-9365-75011c163f68;Title
"
"Create an Access database","Crearea unei baze de date Access","/docs/learningpathways/v4/ro-ro/playlists.json;e112c3e9-685f-41a0-abb5-718ee4f43bb5;Title
"
"Add tables","Adăugarea tabelelor","/docs/learningpathways/v4/ro-ro/playlists.json;91128a67-3846-4a87-98c5-de91402260eb;Title
"
"Use relationships","Utilizarea relațiilor","/docs/learningpathways/v4/ro-ro/playlists.json;6649c605-0d13-4420-9282-3fa590c2fbc4;Title
"
"Add and edit data","Adăugarea și editarea datelor","/docs/learningpathways/v4/ro-ro/playlists.json;56aba6b0-660b-4f8c-a7d8-9b1ad7593bb4;Title
"
"Manage data with queries","Gestionarea datelor cu interogări","/docs/learningpathways/v4/ro-ro/playlists.json;b16495f6-4216-4eed-b208-7280a885ebbf;Title
"
"Create forms","Crearea formularelor","/docs/learningpathways/v4/ro-ro/playlists.json;4eb4ff40-6b3f-45a7-ade9-f879a79e70f9;Title
"
"Create reports","Crearea rapoartelor","/docs/learningpathways/v4/ro-ro/playlists.json;8580d541-b2ba-4ae2-bd06-ec26ebc59485;Title
"
"Protect databases","Protejarea bazelor de date","/docs/learningpathways/v4/ro-ro/playlists.json;82c6b011-7190-412e-9d3e-6410eae0d752;Title
"
"Create Charts","Crearea diagramelor","/docs/learningpathways/v4/ro-ro/playlists.json;2aa461ea-18f5-47d4-a29c-e63fda70f75b;Title
"
"Microsoft 365 Accessibility Overview and Resources","Prezentare generală și resurse privind accesibilitatea Microsoft 365","/docs/learningpathways/v4/ro-ro/playlists.json;fbf60a54-6a6c-4c6d-a121-c478f9531a98;Title
"
"Create more accessible email messages in Outlook","Crearea de mesaje de e-mail mai accesibile în Outlook","/docs/learningpathways/v4/ro-ro/playlists.json;cf352e8f-caf6-4e52-86d5-ae218004e089;Title
"
"Create more accessible Word documents","Crearea unor documente Word mai accesibile","/docs/learningpathways/v4/ro-ro/playlists.json;76253e80-b36d-479a-9267-e73f2b5a8600;Title
"
"Create more accessible Excel workbooks","Crearea unor registre de lucru Excel mai accesibile","/docs/learningpathways/v4/ro-ro/playlists.json;c4d3a610-6289-4979-b0b6-b679ef28c13b;Title
"
"Create more accessible slides in PowerPoint","Crearea de diapozitive mai accesibile în PowerPoint","/docs/learningpathways/v4/ro-ro/playlists.json;776fc7e7-cd09-4968-887f-cc04e8558b9e;Title
"
"Excel Quick Start","Pornire rapidă Excel","/docs/learningpathways/v4/ro-ro/playlists.json;a8cbac83-f7e8-45ff-a4a6-6b04f31a5745;Title
"
"Intro to Excel","Introducere în Excel","/docs/learningpathways/v4/ro-ro/playlists.json;842fb550-07cb-42d1-9a9f-c55789efed57;Title
"
"Rows & columns","Rânduri și coloane","/docs/learningpathways/v4/ro-ro/playlists.json;7450f58a-517f-48ae-bace-248346e52275;Title
"
"Cells","Celule","/docs/learningpathways/v4/ro-ro/playlists.json;59b01879-ea2a-4f76-b2e4-e437fc45c61d;Title
"
"Formatting","Formatare","/docs/learningpathways/v4/ro-ro/playlists.json;e6656c9b-a36a-4143-8fe4-5b6de0d9486b;Title
"
"Formulas & functions","Formule și funcții","/docs/learningpathways/v4/ro-ro/playlists.json;9baa4835-b7d5-4e7e-8bea-0a53a1b91229;Title
"
"Tables","Tabele","/docs/learningpathways/v4/ro-ro/playlists.json;94333445-037d-4222-aa99-a84b1f6125f0;Title
"
"Charts","Diagrame","/docs/learningpathways/v4/ro-ro/playlists.json;50f79020-4453-479a-a7db-301f8863a5a3;Title
"
"PivotTables","Rapoarte PivotTable","/docs/learningpathways/v4/ro-ro/playlists.json;6988bd71-e905-4699-a25c-ba148d6e5bad;Title
"
"Share and co-author","Partajați și coautor","/docs/learningpathways/v4/ro-ro/playlists.json;3ee48085-019d-4256-9ad5-c2d03c82238c;Title
"
"Common use of functions","Utilizarea comună a funcțiilor","/docs/learningpathways/v4/ro-ro/playlists.json;d4b4a842-2858-4cef-a090-51b567d90cc0;Title
"
"Linked data types","Tipuri de date legate","/docs/learningpathways/v4/ro-ro/playlists.json;ed55052f-97a3-495c-937f-273c89775b69;Title
"
"Get started with Lists","Introducere în Liste","/docs/learningpathways/v4/ro-ro/playlists.json;0c7a8a54-f7fc-4464-8f21-67c961b84f7c;Title
"
"Microsoft 365 for business Quick Start","Pornire rapidă Microsoft 365 pentru firme","/docs/learningpathways/v4/ro-ro/playlists.json;261009d0-8b5c-4302-bb0f-c993e1ebb51c;Title
"
"Get started with Microsoft 365","Introducere în Microsoft 365","/docs/learningpathways/v4/ro-ro/playlists.json;8f026372-069d-4449-a116-938bf5aae7ea;Title
"
"Create and save","Creați și salvați","/docs/learningpathways/v4/ro-ro/playlists.json;f4bbc974-3e87-4e2b-a4c8-7cb1d3c35fa3;Title
/docs/learningpathways/v4/ro-ro/assets.json;93439db5-c08a-4a93-b3b9-9f3ecc63fcfc;Title
/docs/learningpathways/v4/ro-ro/assets.json;fb440590-1b4d-4562-94ba-61123b299e3d;Title
"
"Share and collaborate","Partajați și colaborați","/docs/learningpathways/v4/ro-ro/playlists.json;f7fc4bc7-12f5-44bc-9bd4-c122e891061d;Title
/docs/learningpathways/v4/ro-ro/playlists.json;fe752d83-36ae-4209-92f8-e340e9bf696e;Title
/docs/learningpathways/v4/ro-ro/assets.json;be096b45-709c-473a-afb9-f7a998b3f435;Title
/docs/learningpathways/v4/ro-ro/assets.json;07fcfb59-f410-4e52-9c60-3b069a805ee5;Title
"
"Work with Microsoft Teams","Lucrul cu Microsoft Teams","/docs/learningpathways/v4/ro-ro/playlists.json;fa7efdbf-ddd5-46b4-86c0-4d75b3893c85;Title
"
"Get the most out of Windows","Obțineți la maximum de Windows","/docs/learningpathways/v4/ro-ro/playlists.json;ffdf1665-6516-4d78-b9d3-39985b60c06b;Title
"
"Work from anywhere","Lucrați de oriunde","/docs/learningpathways/v4/ro-ro/playlists.json;861f0286-c3b5-4a76-9b7e-77c1bf39572d;Title
"
"Cool Microsoft 365 features","Cool Caracteristici Microsoft 365","/docs/learningpathways/v4/ro-ro/playlists.json;477ad890-043c-4d3c-982e-40c540f10009;Title
"
"Get started","Începe","/docs/learningpathways/v4/ro-ro/playlists.json;d8ec3a54-3ddf-4e02-8631-b89c3f032184;Title
/docs/learningpathways/v4/ro-ro/assets.json;0849ef75-564f-450a-93e5-b27508d81c53;Title
/docs/learningpathways/v4/ro-ro/metadata.json;Category;646b4eb4-32c0-4fdc-93fa-0ef895470b74
"
"Privacy and security","Confidențialitate și securitate","/docs/learningpathways/v4/ro-ro/playlists.json;479705db-2e50-4a8b-8a2e-a2a3d59ce61b;Title
"
"Personalize","Personaliza","/docs/learningpathways/v4/ro-ro/playlists.json;2af83d1d-0ad1-4194-bcaa-939f32153a87;Title
"
"Forms Quick Start","Formulare Pornire rapidă","/docs/learningpathways/v4/ro-ro/playlists.json;77061d5e-2222-4748-ac80-7d03d2587bd3;Title
"
"Create a form and view results","Crearea unui formular și vizualizarea rezultatelor","/docs/learningpathways/v4/ro-ro/playlists.json;b873fd99-81be-483a-a8e0-16fcfe0fa120;Title
"
"Teams Quick Start","Pornire rapidă echipe","/docs/learningpathways/v4/ro-ro/playlists.json;d3acd5c2-0488-4104-935a-61fda884bc49;Title
"
"Intro to Microsoft Teams","Introducere în Microsoft Teams","/docs/learningpathways/v4/ro-ro/playlists.json;bc9d8a0a-58f1-42cc-bdcf-9ee10b73ba24;Title
"
"Start chats and calls","Începeți conversațiile și apelurile","/docs/learningpathways/v4/ro-ro/playlists.json;2346ff06-6646-4084-845d-2ee5971f3634;Title
"
"Set up and customize your team","Configurarea și particularizarea echipei","/docs/learningpathways/v4/ro-ro/playlists.json;b6b28572-87d3-4c71-a565-8d4a8e18d406;Title
"
"Explore apps and tools","Explorați aplicațiile și instrumentele","/docs/learningpathways/v4/ro-ro/playlists.json;4374d7da-95a5-4e13-a14b-2e43e1277d53;Title
"
"Collaborate in teams and channels","Colaborarea în echipe și canale","/docs/learningpathways/v4/ro-ro/playlists.json;d4f4cae2-ce9a-483a-a786-93974e40b482;Title
"
"Work with posts and messages","Lucrul cu postările și mesajele","/docs/learningpathways/v4/ro-ro/playlists.json;7a057fc3-74eb-46ab-991d-50e2e665f95d;Title
"
"Upload and find files","Încărcarea și găsirea fișierelor","/docs/learningpathways/v4/ro-ro/playlists.json;044071b3-a780-4a24-b0b1-a4951ee48a3f;Title
"
"Set up and attend live events","Configurarea și participarea la evenimente live","/docs/learningpathways/v4/ro-ro/playlists.json;729bcb7f-43bc-4d38-a0df-8fbf38b80e56;Title
"
"Manage Meetings","Gestionarea întâlnirilor","/docs/learningpathways/v4/ro-ro/playlists.json;fae33957-cb84-4185-ab78-2bd3818b31ee;Title
/docs/learningpathways/v4/ro-ro/assets.json;919b4bd2-6c85-4792-bf60-57258cabe71d;Title
"
"Manage your activity feed","Gestionarea fluxului de activități","/docs/learningpathways/v4/ro-ro/playlists.json;2b830deb-c2f7-46b4-9c0f-eb3150a9f083;Title
"
"Teams on the go","Echipe în deplasare","/docs/learningpathways/v4/ro-ro/playlists.json;90ecbd2b-a1a7-4da1-8355-c1f65c4af298;Title
"
"Manage team schedules with Shifts","Gestionați programele echipei cu ture","/docs/learningpathways/v4/ro-ro/playlists.json;2ba46e26-5c63-48b9-818c-f49354b3b5d1;Title
"
"Create and manage bookings","Crearea și gestionarea rezervărilor","/docs/learningpathways/v4/ro-ro/playlists.json;6f59454d-6ed1-4733-8825-c9616564565d;Title
"
"Create approvals","Crearea aprobărilor","/docs/learningpathways/v4/ro-ro/playlists.json;634948c6-8f39-4bc4-a0ee-f42dc12b511c;Title
"
"Office for the web: Get started","Office pentru web: Introducere","/docs/learningpathways/v4/ro-ro/playlists.json;eda0aa68-24ac-46a1-83db-e04f929be0d6;Title
"
"Office for the web: Outlook for the web","Office pentru web: Outlook pentru web","/docs/learningpathways/v4/ro-ro/playlists.json;610da080-333a-449f-9f81-21c556c0a961;Title
"
"Office for the web: Word for the web","Office pentru web: Word pentru web","/docs/learningpathways/v4/ro-ro/playlists.json;e2fb04a4-7e0c-40ff-994b-d92c80c00df0;Title
"
"Office for the Web: Excel for the Web","Office pentru web: Excel pentru web","/docs/learningpathways/v4/ro-ro/playlists.json;803f7002-9bc0-4d96-a898-9770f1b8bcdf;Title
"
"Office for the web: PowerPoint for the web","Office pentru web: PowerPoint pentru web","/docs/learningpathways/v4/ro-ro/playlists.json;164ee353-bb72-4e17-8bed-d7824241b341;Title
"
"Office for the web: Share your documents","Office pentru web: Partajarea documentelor","/docs/learningpathways/v4/ro-ro/playlists.json;69149089-33ca-4e3c-863d-713768570323;Title
/docs/learningpathways/v4/ro-ro/assets.json;39d8fb04-8063-482f-93e3-2fc4f6f421a9;Title
"
"OneDrive QuickStart","OneDrive QuickStart","/docs/learningpathways/v4/ro-ro/playlists.json;c9ecc2e9-bc17-496a-8b0b-9242b6bb3eaf;Title
"
"Intro to OneDrive (work or school)","Introducere în OneDrive (de la locul de muncă sau de la școală)","/docs/learningpathways/v4/ro-ro/playlists.json;d6021ad3-8709-4c7f-bd74-58517dfc902e;Title
"
"Manage your files with OneDrive","Gestionarea fișierelor cu OneDrive","/docs/learningpathways/v4/ro-ro/playlists.json;3c24a6b8-a3d7-4133-ba59-08d705fe8160;Title
"
"Share and Sync with OneDrive","Partajarea și sincronizarea cu OneDrive","/docs/learningpathways/v4/ro-ro/playlists.json;f007841f-fde2-463c-8043-035084c00ba5;Title
"
"OneNote Quick Start","Pornire rapidă OneNote","/docs/learningpathways/v4/ro-ro/playlists.json;a324d70a-4727-43e3-b78a-be93092d3dd0;Title
"
"Intro to OneNote","Introducere în OneNote","/docs/learningpathways/v4/ro-ro/playlists.json;55d81409-752a-4bd8-8c2b-cfc937359358;Title
"
"Take notes with OneNote","Luați notițe cu OneNote","/docs/learningpathways/v4/ro-ro/playlists.json;b63ab88a-2478-44a0-80a9-661849142f29;Title
"
"Format notes with OneNote","Formatarea notelor cu OneNote","/docs/learningpathways/v4/ro-ro/playlists.json;8c0e0a94-ac56-4ed8-a385-caea31145761;Title
"
"Draw and sketch with OneNote","Desenarea și schițarea cu OneNote","/docs/learningpathways/v4/ro-ro/playlists.json;17a6d04a-e893-4b67-932f-529f70868150;Title
"
"Stay organized with OneNote","Rămâneți organizat cu OneNote","/docs/learningpathways/v4/ro-ro/playlists.json;352e7758-5888-40c5-b765-edc83d7c64b3;Title
"
"Share and sync with OneNote","Partajarea și sincronizarea cu OneNote","/docs/learningpathways/v4/ro-ro/playlists.json;30190ee7-5d18-4c8c-9104-42b06388bee7;Title
"
"OneNote on mobile devices","OneNote pe dispozitive mobile","/docs/learningpathways/v4/ro-ro/playlists.json;54d20fd4-0c72-404a-b0d8-93e64fcc0e36;Title
"
"Outlook Quick Start","Pornire rapidă Outlook","/docs/learningpathways/v4/ro-ro/playlists.json;e66fa8f3-ec7e-47f9-9d79-4d334f157563;Title
"
"Set up and customize Outlook","Configurarea și particularizarea Outlook","/docs/learningpathways/v4/ro-ro/playlists.json;79fe1eb2-571e-4cbe-98b9-913692ddd387;Title
"
"Create and send email","Crearea și trimiterea de e-mailuri","/docs/learningpathways/v4/ro-ro/playlists.json;44bb07ac-1c25-43fa-885d-4a0476734c9f;Title
/docs/learningpathways/v4/ro-ro/assets.json;19c32deb-08b6-4f90-a211-02bc5f77f360;Title
"
"Manage email","Gestionarea e-mailului","/docs/learningpathways/v4/ro-ro/playlists.json;8d87d80d-b5df-45a9-9164-e03d74cca066;Title
"
"Organize your inbox","Organizați-vă inboxul","/docs/learningpathways/v4/ro-ro/playlists.json;ab55d6d4-c932-48a5-a062-a5e760fda581;Title
"
"Contacts and tasks in Outlook","Persoane de contact și activități în Outlook","/docs/learningpathways/v4/ro-ro/playlists.json;94a14949-5322-4bfb-b45a-f66e67286e98;Title
"
"Outlook Calendar","Outlook Calendar","/docs/learningpathways/v4/ro-ro/playlists.json;534d99cd-2b9b-4a9d-acde-c83fcfc082aa;Title
"
"Outlook mobile: Manage your inbox","Outlook mobile: Gestionarea inboxului","/docs/learningpathways/v4/ro-ro/playlists.json;cf0a88b6-99be-4db9-8312-a762cfd9976a;Title
"
"Outlook mobile: Manage your time","Outlook mobile: Gestionați-vă timpul","/docs/learningpathways/v4/ro-ro/playlists.json;07666fb2-f6a8-416d-9805-78072ade58ca;Title
"
"Outlook mobile: People and connections","Outlook mobile: Persoane și conexiuni","/docs/learningpathways/v4/ro-ro/playlists.json;a0cbd9cd-bfeb-4976-b39d-8c21da669d0f;Title
"
"Outlook mobile: Search and share","Outlook mobile: Căutați și partajați","/docs/learningpathways/v4/ro-ro/playlists.json;8405be6d-8da0-40d4-aa5c-ac00d4697c2b;Title
"
"Planner Quick Start","Pornire rapidă a planificatorului","/docs/learningpathways/v4/ro-ro/playlists.json;f0e74200-1232-4659-8e66-4a037496dcad;Title
"
"Ideas for your board","Idei pentru tabla ta","/docs/learningpathways/v4/ro-ro/playlists.json;66e36e66-d38b-4103-9c34-1201c2f2eb7f;Title
"
"Use Planner","Utilizarea Planificator","/docs/learningpathways/v4/ro-ro/playlists.json;4a1a5131-1a63-4398-8105-ae9a18c20af8;Title
"
"PowerPoint Quick Start","Pornire rapidă PowerPoint","/docs/learningpathways/v4/ro-ro/playlists.json;df1a81f5-17a5-4a7a-b214-dfeb4f677afb;Title
"
"Intro to PowerPoint","Introducere în PowerPoint","/docs/learningpathways/v4/ro-ro/playlists.json;b7593732-a75a-4542-9d72-4932c505b92f;Title
"
"Slides and layouts","Diapozitive și aspecte","/docs/learningpathways/v4/ro-ro/playlists.json;4851d3e7-0790-4ccb-b943-cfa0558b4ef6;Title
"
"Text & tables with PowerPoint","Text și tabele cu PowerPoint","/docs/learningpathways/v4/ro-ro/playlists.json;9933fa88-bb9e-4dec-8124-abe44b89222c;Title
"
"Pictures and graphics with PowerPoint","Imagini și grafice cu PowerPoint","/docs/learningpathways/v4/ro-ro/playlists.json;8c91aac4-cb1b-4204-a53a-9aac2641f16a;Title
"
"Present slideshows","Prezentarea prezentărilor de diapozitive","/docs/learningpathways/v4/ro-ro/playlists.json;e1144779-6751-4415-a1d4-24e0303ea6db;Title
"
"Animation, video & audio","Animație, video și audio","/docs/learningpathways/v4/ro-ro/playlists.json;fe0408f3-0971-4415-a100-f58a5dc2a0b8;Title
"
"Share and co-author with PowerPoint","Partajarea și elaborarea în comun cu PowerPoint","/docs/learningpathways/v4/ro-ro/playlists.json;ee7fc2e1-a42d-452e-ab90-e8131b08a9b1;Title
"
"SharePoint Online Quick Start","Pornire rapidă SharePoint Online","/docs/learningpathways/v4/ro-ro/playlists.json;24216b89-7d0d-4263-b61e-2ecbda58f1df;Title
"
"Intro to SharePoint Online","Introducere în SharePoint Online","/docs/learningpathways/v4/ro-ro/playlists.json;4d722e7d-6cb1-4399-998d-6f8645f63ffa;Title
"
"Create sites, posts, and lists","Crearea de site-uri, postări și liste","/docs/learningpathways/v4/ro-ro/playlists.json;d542016a-fdf9-4c8e-b4ea-eed1afc7df93;Title
"
"Share and sync with SharePoint","Partajarea și sincronizarea cu SharePoint","/docs/learningpathways/v4/ro-ro/playlists.json;6601f080-d86a-4d0c-9e60-150746bf8f96;Title
"
"Sway Quick Start","Sway Quick Start","/docs/learningpathways/v4/ro-ro/playlists.json;63354a03-0b23-49c3-bf57-b992fdc3a00a;Title
"
"Share and access Sway","Partajați și accesați Sway","/docs/learningpathways/v4/ro-ro/playlists.json;9be47117-f14e-4cb6-ab52-41b59eac1178;Title
"
"Add content to Sway","Adăugarea de conținut la Sway","/docs/learningpathways/v4/ro-ro/playlists.json;f23758f6-482e-4435-bd90-b815668f6305;Title
"
"Customize Sway","Personalizați Sway","/docs/learningpathways/v4/ro-ro/playlists.json;07e15804-1e84-4212-ac8d-a222df4e075c;Title
"
"Word Quick Start","Pornire rapidă Word","/docs/learningpathways/v4/ro-ro/playlists.json;a958fdc7-d697-43f1-b3b3-a3f467ff94cd;Title
"
"Welcome to Word","Bun venit la Word","/docs/learningpathways/v4/ro-ro/playlists.json;5250bdca-1dac-4242-9ec9-3badda06b5f8;Title
"
"Write and edit with Word","Scrierea și editarea cu Word","/docs/learningpathways/v4/ro-ro/playlists.json;f74d0622-642d-4f98-906f-2960a2c05d31;Title
"
"Lay out pages with Word","Așezați pagini cu Word","/docs/learningpathways/v4/ro-ro/playlists.json;2bb5f49a-da1c-49e8-b7e8-04cfc6936f25;Title
"
"Insert tables, pictures, and watermarks","Inserarea tabelelor, imaginilor și inscripționării","/docs/learningpathways/v4/ro-ro/playlists.json;67cb976e-6129-4bed-a769-3691cb7562d8;Title
"
"Save and print with Word","Salvarea și imprimarea cu Word","/docs/learningpathways/v4/ro-ro/playlists.json;cef03778-baf8-4365-8b23-413c5edd6b66;Title
"
"Share and co-author with Word","Partajarea și elaborarea în comun cu Word","/docs/learningpathways/v4/ro-ro/playlists.json;fb5155d7-a802-4e95-b1ce-f8baea8cb44b;Title
"
"Use Word for reports","Utilizarea Word pentru rapoarte","/docs/learningpathways/v4/ro-ro/playlists.json;26aa6ac6-24aa-43c5-ad1c-d93359ab3674;Title
"
"Improve accessibility and ease of use with Word","Îmbunătățiți accesibilitatea și ușurința de utilizare cu Word","/docs/learningpathways/v4/ro-ro/playlists.json;4210a245-a2ae-4b6a-88a7-83ebef901aa7;Title
"
"Add and format text with Word","Adăugarea și formatarea textului cu Word","/docs/learningpathways/v4/ro-ro/playlists.json;2885901b-1655-4311-a7f9-025852a659e4;Title
"
"Yammer Quick Start","Pornire rapidă Yammer","/docs/learningpathways/v4/ro-ro/playlists.json;575bed47-83d8-49cb-affa-51d9497ab93b;Title
"
"Roll out a successful Yammer network","Lansați o rețea Yammer de succes","/docs/learningpathways/v4/ro-ro/playlists.json;19382980-771c-413e-a2af-626165fdabba;Title
"
"Use Yammer every day","Utilizați Yammer în fiecare zi","/docs/learningpathways/v4/ro-ro/playlists.json;02f5792f-4eed-4122-91ed-348560c3fac9;Title
"
"What's New, What's Changed","Ce este nou, ce s-a schimbat","/docs/learningpathways/v4/ro-ro/playlists.json;d4df5f82-2049-4c03-aab3-50e5a2dc8ad2;Title
"
"Plan your learning content","Planificarea conținutului de învățare","/docs/learningpathways/v4/ro-ro/playlists.json;9a105f80-b260-44ad-ba1a-8e2ea9f5bfdc;Title
/docs/learningpathways/v4/ro-ro/assets.json;c828dfeb-1fd1-4c39-a3c6-cf8df3669693;Title
"
"Customize learning pathways","Particularizarea parcursurilor de învățare","/docs/learningpathways/v4/ro-ro/playlists.json;545e374b-f33e-4d62-8e6f-3ec36b6b28fe;Title
"
"Drive adoption","Stimulați adoptarea","/docs/learningpathways/v4/ro-ro/playlists.json;66f9b195-d48e-49e3-bb0e-1848a49b1351;Title
"
"Measure impact","Măsurarea impactului","/docs/learningpathways/v4/ro-ro/playlists.json;08365272-6868-4482-9384-b720d0121533;Title
"
"Creating a Champion Program","Crearea unui program de campion","/docs/learningpathways/v4/ro-ro/playlists.json;037adb49-b480-4a70-8389-5caeaec1a640;Title
"
"Get started with Microsoft 365 in six simple steps. Sign in and get started at office.com, create and save files securely in the cloud, share files and collaborate with others in real time, work with your team in teams and channels with Microsoft teams, set up your mobile apps, and try new things.","Începeți lucrul cu Microsoft 365 în șase pași simpli. Conectați-vă și începeți lucrul la office.com, creați și salvați fișiere în siguranță în cloud, partajați fișiere și colaborați cu alte persoane în timp real, lucrați cu echipa în echipe și canale cu echipele Microsoft, configurați aplicațiile mobile și încercați lucruri noi.","/docs/learningpathways/v4/ro-ro/playlists.json;959166d8-1cb7-4315-af20-541598ebecaa;Description
"
"Get started with Teams with seven simple steps. Get an overview of teams and channels, learn how to get your team up and running, work in channels, upload and share files, start and pin chats, join a Teams meeting, and manage meetings.","Începeți lucrul cu Teams cu șapte pași simpli. Obțineți o prezentare generală a echipelor și canalelor, aflați cum să vă puneți echipa în funcțiune, să lucrați pe canale, să încărcați și să partajați fișiere, să începeți și să fixați conversații, să vă alăturați unei întâlniri Teams și să gestionați întâlnirile.","/docs/learningpathways/v4/ro-ro/playlists.json;bb92e79e-fe45-4f82-83ab-704b75bb6223;Description
"
"When you have a place to create and make decisions as a team, there’s no limit to what you can achieve. Learn how to use Teams to bring everything together in a shared workspace where you can chat, meet, share files, and work with business apps.","Când ai un loc în care să creezi și să iei decizii în echipă, nu există nicio limită pentru ceea ce poți realiza. Aflați cum să utilizați Teams pentru a reuni totul într-un spațiu de lucru partajat, unde puteți discuta pe chat, întâlni, partaja fișiere și lucra cu aplicații de afaceri.","/docs/learningpathways/v4/ro-ro/playlists.json;31fe13c5-ec7d-4a3c-98db-89292b0c0824;Description
